"Canada","Vancouver","BC","1250 Broadway St. W.","48.986853","-123.215945","1","","un-known","Canada","BC","V7L3K7"
"Canada","Vancouver","BC","1450 Davie St.","48.986853","-123.215945","1","","un-known","Canada","BC","V7L3K7"
"Canada","Vancouver","BC","1350 Davie St.","48.986853","-123.215945","1","","un-known","Canada","BC","V7L3K7"
"Canada","Vancouver","BC","1650 Davie St.","48.986853","-123.215945","1","","un-known","Canada","BC","V7L3K7"
"Canada","Vancouver","BC","850 Denman St.","48.986853","-123.215945","1","","un-known","Canada","BC","V7L3K7"
"Canada","Vancouver","BC","650 Broadway St. E.","48.986853","-123.215945","1","","un-known","Canada","BC","V7L3K7"
"Canada","Vancouver","BC","1650 Robson St.","48.986853","-123.215945","1","","un-known","Canada","BC","V7L3K7"
"Canada","Vancouver","BC","1350 Robson St.","48.986853","-123.215945","1","","un-known","Canada","BC","V7L3K7"
"Canada","Vancouver","BC","1550 Broadway St. E.","48.986853","-123.215945","1","","un-known","Canada","BC","V7L3K7"
"Canada","Vancouver","BC","1250 Burrard St.","48.986853","-123.215945","1","","un-known","Canada","BC","V7L3K7"
"Canada","Vancouver","BC","1650 10th Ave E.","48.986853","-123.215945","1","","un-known","Canada","BC","V7L3K7"
"Canada","Vancouver","BC","1050 Dunsmuir St.","48.986853","-123.215945","1","","un-known","Canada","BC","V7L3K7"
"Canada","Vancouver","BC","2050 Hastings St. E.","48.986853","-123.215945","1","","un-known","Canada","BC","V7L3K7"
"Canada","Vancouver","BC","750 Pender St. W.","48.986853","-123.215945","1","","un-known","Canada","BC","V7L3K7"
"Canada","Vancouver","BC","2250 Kingsway","48.986853","-123.215945","1","","un-known","Canada","BC","V7L3K7"
"Canada","Vancouver","BC","750 Thurlow St.","48.986853","-123.215945","1","","un-known","Canada","BC","V7L3K7"
"Canada","Vancouver","BC","1650 12th Ave W.","48.986853","-123.215945","1","","un-known","Canada","BC","V7L3K7"
"Canada","Vancouver","BC","1050 Robson St.","48.986853","-123.215945","1","","un-known","Canada","BC","V7L3K7"
"Canada","Vancouver","BC","3850 Oak St.","48.986853","-123.215945","1","","un-known","Canada","BC","V7L3K7"
"Canada","Vancouver","BC","3450 Oak St.","48.986853","-123.215945","1","","un-known","Canada","BC","V7L3K7"
"Canada","Vancouver","BC","2550 Oak St.","48.986853","-123.215945","1","","un-known","Canada","BC","V7L3K7"
"Canada","Vancouver","BC","1550 16th Ave W.","48.986853","-123.215945","1","","un-known","Canada","BC","V7L3K7"
"Canada","Vancouver","BC","1150 Pacific St.","48.986853","-123.215945","1","","un-known","Canada","BC","V7L3K7"
"Canada","Vancouver","BC","1450 Robson St.","48.986853","-123.215945","1","","un-known","Canada","BC","V7L3K7"
"Canada","Vancouver","BC","750 Hornby St.","48.986853","-123.215945","1","","un-known","Canada","BC","V7L3K7"
"Canada","Vancouver","BC","2450 York Ave.","48.986853","-123.215945","1","","un-known","Canada","BC","V7L3K7"
"Canada","Vancouver","BC","2450 Main St.","48.986853","-123.215945","1","","un-known","Canada","BC","V7L3K7"
"Canada","Vancouver","BC","1550 Yew St.","48.986853","-123.215945","1","","un-known","Canada","BC","V7L3K7"
"Canada","Vancouver","BC","750 Georgia St. W.","48.986853","-123.215945","1","","un-known","Canada","BC","V7L3K7"
"Canada","Vancouver","BC","650 12th Ave W.","48.986853","-123.215945","1","","un-known","Canada","BC","V7L3K7"
"Canada","Vancouver","BC","650 43rd Ave E.","48.986853","-123.215945","1","","un-known","Canada","BC","V7L3K7"
"Canada","Vancouver","BC","2550 Heather St.","48.986853","-123.215945","1","","un-known","Canada","BC","V7L3K7"
"Canada","Vancouver","BC","1050 Denman St.","48.986853","-123.215945","1","","un-known","Canada","BC","V7L3K7"
"Canada","Vancouver","BC","6450 Fraser St.","48.986853","-123.215945","1","","un-known","Canada","BC","V7L3K7"
"Canada","Vancouver","BC","850 8th Ave W.","48.986853","-123.215945","1","","un-known","Canada","BC","V7L3K7"
"Canada","Vancouver","BC","2350 Willow St.","48.986853","-123.215945","1","","un-known","Canada","BC","V7L3K7"
"Canada","Vancouver","BC","1350 Kingsway","48.986853","-123.215945","1","","un-known","Canada","BC","V7L3K7"
"Canada","Vancouver","BC","6250 Victoria Dr.","48.986853","-123.215945","1","","un-known","Canada","BC","V7L3K7"
